doc_id,date_year,batch_number,date_full,box_number,folder01,folder02,folder03,folder04
,2015,5058,7/2/2015,197550022,2015 ACA BATCHES,5058 - 07/02/2015,-,-
,2015,5057,7/2/2015,197550022,2015 ACA BATCHES,5057 - 07/02/2015,-,-
,2015,5056,7/2/2015,197550022,2015 ACA BATCHES,5056 - 07/02/2015,-,-
,2015,5055,7/1/2015,197550022,2015 ACA BATCHES,5055 - 07/01/2015,-,-
,2015,5054,7/1/2015,197550022,2015 ACA BATCHES,5054 - 07/01/2015,-,-
,2015,5053,7/1/2015,197550022,2015 ACA BATCHES,5053 - 07/01/2015,-,-
,2015,5052,7/1/2015,197550022,2015 ACA BATCHES,5052 - 07/01/2015,-,-
,2015,5051,6/30/2015,197550022,2015 ACA BATCHES,5051 - 06/30/2015,-,-
,2015,5050,6/30/2015,197550022,2015 ACA BATCHES,5050 - 06/30/2015,-,-
,2015,5049,6/30/2015,197550022,2015 ACA BATCHES,5049 - 06/30/2015,-,-
,2015,5048,6/30/2015,197550022,2015 ACA BATCHES,5048 - 06/30/2015,-,-
,2015,5047,6/30/2015,197550022,2015 ACA BATCHES,5047 - 06/30/2015,-,-
,2015,5046,6/30/2015,197550022,2015 ACA BATCHES,5046 - 06/30/2015,-,-
,2015,5045,6/29/2015,197550022,2015 ACA BATCHES,5045 - 06/29/2015,-,-
,2015,5044,6/29/2015,197550022,2015 ACA BATCHES,5044 - 06/29/2015,-,-
,2015,5043,6/29/2015,197550022,2015 ACA BATCHES,5043 - 06/29/2015,-,-
,2015,5042,6/29/2015,197550022,2015 ACA BATCHES,5042 - 06/29/2015,-,-
,2015,5041,6/26/2015,197550022,2015 ACA BATCHES,5041 - 06/26/2015,-,-
,2015,5040,6/26/2015,197550022,2015 ACA BATCHES,5040 - 06/26/2015,-,-
,2015,5039,6/26/2015,197550022,2015 ACA BATCHES,5039 - 06/26/2015,-,-
,2015,5038,6/25/2015,197550022,2015 ACA BATCHES,5038 - 06/25/2015,-,-
,2015,5037,6/25/2015,197550022,2015 ACA BATCHES,5037 - 06/25/2015,-,-
,2015,5035,6/25/2015,197550022,2015 ACA BATCHES,5035 - 06/25/2015,-,-
,2015,5036,6/25/2015,197550022,2015 ACA BATCHES,5036 - 06/25/2015,-,-
,2015,5034,6/25/2015,197550022,2015 ACA BATCHES,5034 - 06/25/2015,-,-
,2015,5033,6/25/2015,197550022,2015 ACA BATCHES,5033 - 06/25/2015,-,-
,2015,5032,6/25/2015,197550022,2015 ACA BATCHES,5032 - 06/25/2015,-,-
,2015,5031,6/25/2015,197550022,2015 ACA BATCHES,5031 - 06/25/2015,-,-
,2015,5030,6/24/2015,197550022,2015 ACA BATCHES,5030 - 06/24/2015,-,-
,2015,5029,6/23/2015,197550022,2015 ACA BATCHES,5029 - 06/23/2015,-,-
,2015,5028,6/23/2015,197550022,2015 ACA BATCHES,5028 - 06/23/2015,-,-
,2015,5027,6/23/2015,197550022,2015 ACA BATCHES,5027 - 06/23/2015,-,-
,2015,5026,6/23/2015,197550021,2015 ACA BATCHES,5026 - 06/23/2015,-,-
,2015,5025,6/23/2015,197550021,2015 ACA BATCHES,5025 - 06/23/2015,-,-
,2015,5024,6/23/2015,197550021,2015 ACA BATCHES,5024 - 06/23/2015,-,-
,2015,5023,6/23/2015,197550021,2015 ACA BATCHES,5023 - 06/23/2015,-,-
,2015,5022,6/23/2015,197550021,2015 ACA BATCHES,5022 - 06/23/2015,-,-
,2015,5021,6/22/2015,197550021,2015 ACA BATCHES,5021 - 06/22/2015,-,-
,2015,5020,6/22/2015,197550021,2015 ACA BATCHES,5020 - 06/22/2015,-,-
,2015,5019,6/22/2015,197550021,2015 ACA BATCHES,5019 - 06/22/2015,-,-
,2015,5018,6/19/2015,197550021,2015 ACA BATCHES,5018 - 06/19/2015,-,-
,2015,5017,6/19/2015,197550021,2015 ACA BATCHES,5017 - 06/19/2015,-,-
,2015,5016,6/18/2015,197550021,2015 ACA BATCHES,5016 - 06/18/2015,-,-
,2015,5015,6/18/2015,197550021,2015 ACA BATCHES,5015 - 06/18/2015,-,-
,2015,5014,6/17/2015,197550021,2015 ACA BATCHES,5014 - 06/17/2015,-,-
,2015,5013,6/17/2015,197550021,2015 ACA BATCHES,5013 - 06/17/2015,-,-
,2015,5012,6/17/2015,197550021,2015 ACA BATCHES,5012 - 06/17/2015,-,-
,2015,5011,6/16/2015,197550021,2015 ACA BATCHES,5011 - 06/16/2015,-,-
,2015,5010,6/16/2015,197550021,2015 ACA BATCHES,5010 - 06/16/2015,-,-
,2015,5009,6/16/2015,197550021,2015 ACA BATCHES,5009 - 06/16/2015,-,-
,2015,5008,6/16/2015,197550021,2015 ACA BATCHES,5008 - 06/16/2015,-,-
,2015,5007,6/15/2015,197550021,2015 ACA BATCHES,5007 - 06/15/2015,-,-
,2015,5006,6/15/2015,197550021,2015 ACA BATCHES,5006 - 06/15/2015,-,-
,2015,5005,6/15/2015,197550021,2015 ACA BATCHES,5005 - 06/15/2015,-,-
,2015,5004,6/15/2015,197550021,2015 ACA BATCHES,5004 - 06/15/2015,-,-
,2015,5003,6/12/2015,197550021,2015 ACA BATCHES,5003 - 06/12/2015,-,-
,2015,5002,6/12/2015,197550021,2015 ACA BATCHES,5002 - 06/12/2015,-,-
,2015,5001,6/12/2015,197550021,2015 ACA BATCHES,5001 - 06/12/2015,-,-
,2015,5000,6/12/2015,197550021,2015 ACA BATCHES,5000 - 06/12/2015,-,-
,2015,4999,6/12/2015,197550021,2015 ACA BATCHES,4999 - 06/12/2015,-,-
,2015,4998,6/11/2015,197550021,2015 ACA BATCHES,4998 - 06/11/2015,-,-
,2015,4997,6/11/2015,197550021,2015 ACA BATCHES,4997 - 06/11/2015,-,-
,2015,4996,6/11/2015,197550021,2015 ACA BATCHES,4996 - 06/11/2015,-,-
,2015,4995,6/10/2015,197550021,2015 ACA BATCHES,4995 - 06/10/2015,-,-
,2015,4994,6/10/2015,197550021,2015 ACA BATCHES,4994 - 06/10/2015,-,-
,2015,4993,6/10/2015,197550021,2015 ACA BATCHES,4993 - 06/10/2015,-,-
,2015,4992,6/10/2015,197550021,2015 ACA BATCHES,4992 - 06/10/2015,-,-
,2015,4991,6/10/2015,197550021,2015 ACA BATCHES,4991 - 06/10/2015,-,-
,2015,4990,6/10/2015,197550021,2015 ACA BATCHES,4990 - 06/10/2015,-,-
,2015,4989,6/9/2015,197550021,2015 ACA BATCHES,4989 - 06/09/2015,-,-
,2015,4988,6/9/2015,197550021,2015 ACA BATCHES,4988 - 06/09/2015,-,-
,2015,4976,6/4/2015,197550020,2015 ACA BATCHES,4976 - 06/04/2015,-,-
,2015,4987,6/8/2015,197550020,2015 ACA BATCHES,4987 - 06/08/2015,-,-
,2015,4986,6/8/2015,197550020,2015 ACA BATCHES,4986 - 06/08/2015,-,-
,2015,4985,6/8/2015,197550020,2015 ACA BATCHES,4985 - 06/08/2015,-,-
,2015,4984,6/8/2015,197550020,2015 ACA BATCHES,4984 - 06/08/2015,-,-
,2015,4983,6/5/2015,197550020,2015 ACA BATCHES,4983 - 06/05/2015,-,-
,2015,4982,6/5/2015,197550020,2015 ACA BATCHES,4982 - 06/05/2015,-,-
,2015,4981,6/5/2015,197550020,2015 ACA BATCHES,4981 - 06/05/2015,-,-
,2015,4980,6/5/2015,197550020,2015 ACA BATCHES,4980 - 06/05/2015,-,-
,2015,4979,6/4/2015,197550020,2015 ACA BATCHES,4979 - 06/04/2015,-,-
,2015,4978,6/4/2015,197550020,2015 ACA BATCHES,4978 - 06/04/2015,-,-
,2015,4977,6/4/2015,197550020,2015 ACA BATCHES,4977 - 06/04/2015,-,-
,2015,4958,6/1/2015,197550020,2015 ACA BATCHES,4958 - 06/01/2015,-,-
,2015,4957,6/1/2015,197550020,2015 ACA BATCHES,4957 - 06/01/2015,-,-
,2015,4956,6/1/2015,197550020,2015 ACA BATCHES,4956 - 06/01/2015,-,-
,2015,4955,6/1/2015,197550020,2015 ACA BATCHES,4955 - 06/01/2015,-,-
,2015,4953,5/29/2015,197550020,2015 ACA BATCHES,4953 - 05/29/2015,-,-
,2015,4975,6/4/2015,197550020,2015 ACA BATCHES,4975 - 06/04/2015,-,-
,2015,4974,6/4/2015,197550020,2015 ACA BATCHES,4974 - 06/04/2015,-,-
,2015,4973,6/3/2015,197550020,2015 ACA BATCHES,4973 - 06/03/2015,-,-
,2015,4972,6/3/2015,197550020,2015 ACA BATCHES,4972 - 06/03/2015,-,-
,2015,4971,6/3/2015,197550020,2015 ACA BATCHES,4971 - 06/03/2015,-,-
,2015,4970,6/3/2015,197550020,2015 ACA BATCHES,4970 - 06/03/2015,-,-
,2015,4969,6/3/2015,197550020,2015 ACA BATCHES,4969 - 06/03/2015,-,-
,2015,4968,6/3/2015,197550020,2015 ACA BATCHES,4968 - 06/03/2015,-,-
,2015,4967,6/3/2015,197550020,2015 ACA BATCHES,4967 - 06/03/2015,-,-
,2015,4966,6/3/2015,197550020,2015 ACA BATCHES,4966 - 06/03/2015,-,-
,2015,4965,6/2/2015,197550020,2015 ACA BATCHES,4965 - 06/02/2015,-,-
,2015,4964,6/2/2015,197550020,2015 ACA BATCHES,4964 - 06/02/2015,-,-
,2015,4963,6/2/2015,197550020,2015 ACA BATCHES,4963 - 06/02/2015,-,-
,2015,4962,6/2/2015,197550020,2015 ACA BATCHES,4962 - 06/02/2015,-,-
,2015,4961,6/2/2015,197550020,2015 ACA BATCHES,4961 - 06/02/2015,-,-
,2015,4960,6/2/2015,197550020,2015 ACA BATCHES,4960 - 06/02/2015,-,-
,2015,4959,6/2/2015,197550020,2015 ACA BATCHES,4959 - 06/02/2015,-,-
,2015,4954,6/1/2015,197550020,2015 ACA BATCHES,4954 - 06/01/2015,-,-
,2015,4952,5/29/2015,197550019,2015 ACA BATCHES,4952 - 05/29/2015,-,-
,2015,4951,5/29/2015,197550019,2015 ACA BATCHES,4951 - 05/29/2015,-,-
,2015,4950,5/29/2015,197550019,2015 ACA BATCHES,4950 - 05/29/2015,-,-
,2015,4949,5/29/2015,197550019,2015 ACA BATCHES,4949 - 05/29/2015,-,-
,2015,4948,5/29/2015,197550019,2015 ACA BATCHES,4948 - 05/29/2015,-,-
,2015,4947,5/28/2015,197550019,2015 ACA BATCHES,4947 - 05/28/2015,-,-
,2015,4946,5/28/2015,197550019,2015 ACA BATCHES,4946 - 05/28/2015,-,-
,2015,4945,5/28/2015,197550019,2015 ACA BATCHES,4945 - 05/28/2015,-,-
,2015,4944,5/28/2015,197550019,2015 ACA BATCHES,4944 - 05/28/2015,-,-
,2015,4943,5/28/2015,197550019,2015 ACA BATCHES,4943 - 05/28/2015,-,-
,2015,4942,5/28/2015,197550019,2015 ACA BATCHES,4942 - 05/28/2015,-,-
,2015,4941,5/27/2015,197550019,2015 ACA BATCHES,4941 - 05/27/2015,-,-
,2015,4940,5/27/2015,197550019,2015 ACA BATCHES,4940 - 05/27/2015,-,-
,2015,4939,5/27/2015,197550019,2015 ACA BATCHES,4939 - 05/27/2015,-,-
,2015,4938,5/27/2015,197550019,2015 ACA BATCHES,4938 - 05/27/2015,-,-
,2015,4937,5/27/2015,197550019,2015 ACA BATCHES,4937 - 05/27/2015,-,-
,2015,4936,5/27/2015,197550019,2015 ACA BATCHES,4936 - 05/27/2015,-,-
,2015,4935,5/27/2015,197550019,2015 ACA BATCHES,4935 - 05/27/2015,-,-
,2015,4934,5/27/2015,197550019,2015 ACA BATCHES,4934 - 05/27/2015,-,-
,2015,4933,5/27/2015,197550019,2015 ACA BATCHES,4933 - 05/27/2015,-,-
,2015,4932,5/27/2015,197550019,2015 ACA BATCHES,4932 - 05/27/2015,-,-
,2015,4931,5/26/2015,197550019,2015 ACA BATCHES,4931 - 05/26/2015,-,-
,2015,4930,5/26/2015,197550019,2015 ACA BATCHES,4930 - 05/26/2015,-,-
,2015,4929,5/22/2015,197550019,2015 ACA BATCHES,4929 - 05/22/2015,-,-
,2015,4928,5/22/2015,197550019,2015 ACA BATCHES,4928 - 05/22/2015,-,-
,2015,4927,5/22/2015,197550019,2015 ACA BATCHES,4927 - 05/22/2015,-,-
,2015,4926,5/21/2015,197550019,2015 ACA BATCHES,4926 - 05/21/2015,-,-
,2015,4925,5/21/2015,197550019,2015 ACA BATCHES,4925 - 05/21/2015,-,-
,2015,4924,5/21/2015,197550019,2015 ACA BATCHES,4924 - 05/21/2015,-,-
,2015,4923,5/21/2015,197550018,2015 ACA BATCHES,4923 - 05/21/2015,-,-
,2015,4922,5/20/2015,197550018,2015 ACA BATCHES,4922 - 05/20/2015,-,-
,2015,4921,5/20/2015,197550018,2015 ACA BATCHES,4921 - 05/20/2015,-,-
,2015,4920,5/20/2015,197550018,2015 ACA BATCHES,4920 - 05/20/2015,-,-
,2015,4919,5/19/2015,197550018,2015 ACA BATCHES,4919 - 05/19/2015,-,-
,2015,4918,5/19/2015,197550018,2015 ACA BATCHES,4918 - 05/19/2015,-,-
,2015,4917,5/19/2015,197550018,2015 ACA BATCHES,4917 - 05/19/2015,-,-
,2015,4916,5/19/2015,197550018,2015 ACA BATCHES,4916 - 05/19/2015,-,-
,2015,4915,5/19/2015,197550018,2015 ACA BATCHES,4915 - 05/19/2015,-,-
,2015,4914,5/18/2015,197550018,2015 ACA BATCHES,4914 - 05/18/2015,-,-
,2015,4913,5/18/2015,197550018,2015 ACA BATCHES,4913 - 05/18/2015,-,-
,2015,4912,5/18/2015,197550018,2015 ACA BATCHES,4912 - 05/18/2015,-,-
,2015,4911,5/18/2015,197550018,2015 ACA BATCHES,4911 - 05/18/2015,-,-
,2015,4910,5/18/2015,197550018,2015 ACA BATCHES,4910 - 05/18/2015,-,-
,2015,4909,5/18/2015,197550018,2015 ACA BATCHES,4909 - 05/18/2015,-,-
,2015,4908,5/18/2015,197550018,2015 ACA BATCHES,4908 - 05/18/2015,-,-
,2015,4907,5/18/2015,197550018,2015 ACA BATCHES,4907 - 05/18/2015,-,-
,2015,4906,5/18/2015,197550018,2015 ACA BATCHES,4906 - 05/18/2015,-,-
,2015,4905,5/18/2015,197550018,2015 ACA BATCHES,4905 - 05/18/2015,-,-
,2015,4904,5/18/2015,197550018,2015 ACA BATCHES,4904 - 05/18/2015,-,-
,2015,4903,5/15/2015,197550018,2015 ACA BATCHES,4903 - 05/15/2015,-,-
,2015,4902,5/15/2015,197550018,2015 ACA BATCHES,4902 - 05/15/2015,-,-
,2015,4901,5/15/2015,197550018,2015 ACA BATCHES,4901 - 05/15/2015,-,-
,2015,4900,5/14/2015,197550018,2015 ACA BATCHES,4900 - 05/14/2015,-,-
,2015,4899,5/14/2015,197550018,2015 ACA BATCHES,4899 - 05/14/2015,-,-
,2015,4898,5/14/2015,197550018,2015 ACA BATCHES,4898 - 05/14/2015,-,-
,2015,4897,5/14/2015,197550018,2015 ACA BATCHES,4897 - 05/14/2015,-,-
,2015,4896,5/14/2015,197550018,2015 ACA BATCHES,4896 - 05/14/2015,-,-
,2015,4895,5/14/2015,197550018,2015 ACA BATCHES,4895 - 05/14/2015,-,-
,2015,4894,5/14/2015,197550018,2015 ACA BATCHES,4894 - 05/14/2015,-,-
,2015,4893,5/14/2015,197550018,2015 ACA BATCHES,4893 - 05/14/2015,-,-
,2015,4892,5/14/2015,197550018,2015 ACA BATCHES,4892 - 05/14/2015,-,-
,2015,4891,5/13/2015,197550018,2015 ACA BATCHES,4891 - 05/13/2015,-,-
,2015,4874,5/6/2015,197550017,2015 ACA BATCHES,4874 - 05/06/2015,-,-
,2015,4873,5/6/2015,197550017,2015 ACA BATCHES,4873 - 05/06/2015,-,-
,2015,4872,5/6/2015,197550017,2015 ACA BATCHES,4872 - 05/06/2015,-,-
,2015,4871,5/6/2015,197550017,2015 ACA BATCHES,4871 - 05/06/2015,-,-
,2015,4870,5/6/2015,197550017,2015 ACA BATCHES,4870 - 05/06/2015,-,-
,2015,4882,5/8/2015,197550017,2015 ACA BATCHES,4882 - 05/08/2015,-,-
,2015,4881,5/8/2015,197550017,2015 ACA BATCHES,4881 - 05/08/2015,-,-
,2015,4880,5/7/2015,197550017,2015 ACA BATCHES,4880 - 05/07/2015,-,-
,2015,4879,5/7/2015,197550017,2015 ACA BATCHES,4879 - 05/07/2015,-,-
,2015,4878,5/7/2015,197550017,2015 ACA BATCHES,4878 - 05/07/2015,-,-
,2015,4877,5/7/2015,197550017,2015 ACA BATCHES,4877 - 05/07/2015,-,-
,2015,4876,5/7/2015,197550017,2015 ACA BATCHES,4876 - 05/07/2015,-,-
,2015,4875,5/7/2015,197550017,2015 ACA BATCHES,4875 - 05/07/2015,-,-
,2015,4890,5/13/2015,197550017,2015 ACA BATCHES,4890 - 05/13/2015,-,-
,2015,4889,5/13/2015,197550017,2015 ACA BATCHES,4889 - 05/13/2015,-,-
,2015,4888,5/11/2015,197550017,2015 ACA BATCHES,4888 - 05/11/2015,-,-
,2015,4886,5/11/2015,197550017,2015 ACA BATCHES,4886 - 05/11/2015,-,-
,2015,4887,5/11/2015,197550017,2015 ACA BATCHES,4887 - 05/11/2015,-,-
,2015,4864,5/5/2015,197550017,2015 ACA BATCHES,4864 - 05/05/2015,-,-
,2015,4863,5/5/2015,197550017,2015 ACA BATCHES,4863 - 05/05/2015,-,-
,2015,4862,5/5/2015,197550017,2015 ACA BATCHES,4862 - 05/05/2015,-,-
,2015,4860,5/5/2015,197550017,2015 ACA BATCHES,4860 - 05/05/2015,-,-
,2015,4885,5/8/2015,197550017,2015 ACA BATCHES,4885 - 05/08/2015,-,-
,2015,4861,5/5/2015,197550017,2015 ACA BATCHES,4861 - 05/05/2015,-,-
,2015,4884,5/8/2015,197550017,2015 ACA BATCHES,4884 - 05/08/2015,-,-
,2015,4883,5/8/2015,197550017,2015 ACA BATCHES,4883 - 05/08/2015,-,-
,2015,4869,5/6/2015,197550017,2015 ACA BATCHES,4869 - 05/06/2015,-,-
,2015,4868,5/6/2015,197550017,2015 ACA BATCHES,4868 - 05/06/2015,-,-
,2015,4867,5/6/2015,197550017,2015 ACA BATCHES,4867 - 05/06/2015,-,-
,2015,4866,5/5/2015,197550017,2015 ACA BATCHES,4866 - 05/05/2015,-,-
,2015,4865,5/5/2015,197550017,2015 ACA BATCHES,4865 - 05/05/2015,-,-
,2015,4854,5/5/2015,197550016,2015 ACA BATCHES,4854 - 05/05/2015,-,-
,2015,4853,5/5/2015,197550016,2015 ACA BATCHES,4853 - 05/05/2015,-,-
,2015,4852,5/5/2015,197550016,2015 ACA BATCHES,4852 - 05/05/2015,-,-
,2015,4842,5/1/2015,197550016,2015 ACA BATCHES,4842 - 05/01/2015,-,-
,2015,4841,5/1/2015,197550016,2015 ACA BATCHES,4841 - 05/01/2015,-,-
,2015,4840,5/1/2015,197550016,2015 ACA BATCHES,4840 - 05/01/2015,-,-
,2015,4859,5/5/2015,197550016,2015 ACA BATCHES,4859 - 05/05/2015,-,-
,2015,4858,5/5/2015,197550016,2015 ACA BATCHES,4858 - 05/05/2015,-,-
,2015,4857,5/5/2015,197550016,2015 ACA BATCHES,4857 - 05/05/2015,-,-
,2015,4856,5/5/2015,197550016,2015 ACA BATCHES,4856 - 05/05/2015,-,-
,2015,4855,5/5/2015,197550016,2015 ACA BATCHES,4855 - 05/05/2015,-,-
,2015,4847,5/4/2015,197550016,2015 ACA BATCHES,4847 - 05/04/2015,-,-
,2015,4846,5/4/2015,197550016,2015 ACA BATCHES,4846 - 05/04/2015,-,-
,2015,4845,5/4/2015,197550016,2015 ACA BATCHES,4845 - 05/04/2015,-,-
,2015,4844,5/4/2015,197550016,2015 ACA BATCHES,4844 - 05/04/2015,-,-
,2015,4843,5/4/2015,197550016,2015 ACA BATCHES,4843 - 05/04/2015,-,-
,2015,4833,4/30/2015,197550016,2015 ACA BATCHES,4833 - 04/30/2015,-,-
,2015,4832,4/30/2015,197550016,2015 ACA BATCHES,4832 - 04/30/2015,-,-
,2015,4831,4/30/2015,197550016,2015 ACA BATCHES,4831 - 04/30/2015,-,-
,2015,4851,5/5/2015,197550016,2015 ACA BATCHES,4851 - 05/05/2015,-,-
,2015,4850,5/4/2015,197550016,2015 ACA BATCHES,4850 - 05/04/2015,-,-
,2015,4849,5/4/2015,197550016,2015 ACA BATCHES,4849 - 05/04/2015,-,-
,2015,4848,5/4/2015,197550016,2015 ACA BATCHES,4848 - 05/04/2015,-,-
,2015,4839,5/1/2015,197550016,2015 ACA BATCHES,4839 - 05/01/2015,-,-
,2015,4838,5/1/2015,197550016,2015 ACA BATCHES,4838 - 05/01/2015,-,-
,2015,4837,5/1/2015,197550016,2015 ACA BATCHES,4837 - 05/01/2015,-,-
,2015,4836,5/1/2015,197550016,2015 ACA BATCHES,4836 - 05/01/2015,-,-
,2015,4835,4/30/2015,197550016,2015 ACA BATCHES,4835 - 04/30/2015,-,-
,2015,4834,4/30/2015,197550016,2015 ACA BATCHES,4834 - 04/30/2015,-,-
,2015,4830,4/30/2015,197550015,2015 ACA BATCHES,4830 - 04/30/2015,-,-
,2015,4829,4/30/2015,197550015,2015 ACA BATCHES,4829 - 04/30/2015,-,-
,2015,4828,4/30/2015,197550015,2015 ACA BATCHES,4828 - 04/30/2015,-,-
,2015,4827,4/30/2015,197550015,2015 ACA BATCHES,4827 - 04/30/2015,-,-
,2015,4826,4/30/2015,197550015,2015 ACA BATCHES,4826 - 04/30/2015,-,-
,2015,4825,4/30/2015,197550015,2015 ACA BATCHES,4825 - 04/30/2015,-,-
,2015,4824,4/30/2015,197550015,2015 ACA BATCHES,4824 - 04/30/2015,-,-
,2015,4823,4/30/2015,197550015,2015 ACA BATCHES,4823 - 04/30/2015,-,-
,2015,4822,4/30/2015,197550015,2015 ACA BATCHES,4822 - 04/30/2015,-,-
,2015,4821,4/30/2015,197550015,2015 ACA BATCHES,4821 - 04/30/2015,-,-
,2015,4820,4/30/2015,197550015,2015 ACA BATCHES,4820 - 04/30/2015,-,-
,2015,4819,4/30/2015,197550015,2015 ACA BATCHES,4819 - 04/30/2015,-,-
,2015,4818,4/30/2015,197550015,2015 ACA BATCHES,4818 - 04/30/2015,-,-
,2015,4817,4/30/2015,197550015,2015 ACA BATCHES,4817 - 04/30/2015,-,-
,2015,4816,4/30/2015,197550015,2015 ACA BATCHES,4816 - 04/30/2015,-,-
,2015,4815,4/29/2015,197550015,2015 ACA BATCHES,4815 - 04/29/2015,-,-
,2015,4814,4/29/2015,197550015,2015 ACA BATCHES,4814 - 04/29/2015,-,-
,2015,4813,4/29/2015,197550015,2015 ACA BATCHES,4813 - 04/29/2015,-,-
,2015,4812,4/29/2015,197550015,2015 ACA BATCHES,4812 - 04/29/2015,-,-
,2015,4811,4/29/2015,197550015,2015 ACA BATCHES,4811 - 04/29/2015,-,-
,2015,4810,4/29/2015,197550015,2015 ACA BATCHES,4810 - 04/29/2015,-,-
,2015,4809,4/29/2015,197550015,2015 ACA BATCHES,4809 - 04/29/2015,-,-
,2015,4808,4/29/2015,197550015,2015 ACA BATCHES,4808 - 04/29/2015,-,-
,2015,4807,4/29/2015,197550015,2015 ACA BATCHES,4807 - 04/29/2015,-,-
,2015,4806,4/29/2015,197550015,2015 ACA BATCHES,4806 - 04/29/2015,-,-
,2015,4805,4/29/2015,197550015,2015 ACA BATCHES,4805 - 04/29/2015,-,-
,2015,4804,4/29/2015,197550015,2015 ACA BATCHES,4804 - 04/29/2015,-,-
,2015,4803,4/29/2015,197550015,2015 ACA BATCHES,4803 - 04/29/2015,-,-
,2015,4802,4/29/2015,197550015,2015 ACA BATCHES,4802 - 04/29/2015,-,-
,2015,4801,4/29/2015,197550015,2015 ACA BATCHES,4801 - 04/29/2015,-,-
,2015,4800,4/29/2015,197550015,2015 ACA BATCHES,4800 - 04/29/2015,-,-
,2015,5714,4/28/2015,197550014,2015 ACA BATCHES,5714 - 04/28/2015,-,-
,2015,5713,4/28/2015,197550014,2015 ACA BATCHES,5713 - 04/28/2015,-,-
,2015,5712,4/28/2015,197550014,2015 ACA BATCHES,5712 - 04/28/2015,-,-
,2015,5711,4/28/2015,197550014,2015 ACA BATCHES,5711 - 04/28/2015,-,-
,2015,5710,4/28/2015,197550014,2015 ACA BATCHES,5710 - 04/28/2015,-,-
,2015,5709,4/27/2015,197550014,2015 ACA BATCHES,5709 - 04/27/2015,-,-
,2015,5708,4/27/2015,197550014,2015 ACA BATCHES,5708 - 04/27/2015,-,-
,2015,5707,4/27/2015,197550014,2015 ACA BATCHES,5707 - 04/27/2015,-,-
,2015,5706,4/27/2015,197550014,2015 ACA BATCHES,5706 - 04/27/2015,-,-
,2015,5705,4/27/2015,197550014,2015 ACA BATCHES,5705 - 04/27/2015,-,-
,2015,5704,4/27/2015,197550014,2015 ACA BATCHES,5704 - 04/27/2015,-,-
,2015,5703,4/27/2015,197550014,2015 ACA BATCHES,5703 - 04/27/2015,-,-
,2015,5702,4/24/2015,197550014,2015 ACA BATCHES,5702 - 04/24/2015,-,-
,2015,5701,4/24/2015,197550014,2015 ACA BATCHES,5701 - 04/24/2015,-,-
,2015,5700,4/24/2015,197550014,2015 ACA BATCHES,5700 - 04/24/2015,-,-
,2015,5715,4/28/2015,197550014,2015 ACA BATCHES,5715 - 04/28/2015,-,-
,2015,5699,4/23/2015,197550014,2015 ACA BATCHES,5699 - 04/23/2015,-,-
,2015,5698,4/23/2015,197550014,2015 ACA BATCHES,5698 - 04/23/2015,-,-
,2015,5697,4/23/2015,197550014,2015 ACA BATCHES,5697 - 04/23/2015,-,-
,2015,5696,4/23/2015,197550014,2015 ACA BATCHES,5696 - 04/23/2015,-,-
,2015,5695,4/23/2015,197550014,2015 ACA BATCHES,5695 - 04/23/2015,-,-
,2015,5694,4/22/2015,197550014,2015 ACA BATCHES,5694 - 04/22/2015,-,-
,2015,5693,4/22/2015,197550014,2015 ACA BATCHES,5693 - 04/22/2015,-,-
,2015,5692,4/21/2015,197550014,2015 ACA BATCHES,5692 - 04/21/2015,-,-
,2015,5691,4/20/2015,197550014,2015 ACA BATCHES,5691 - 04/20/2015,-,-
,2015,5690,4/20/2015,197550014,2015 ACA BATCHES,5690 - 04/20/2015,-,-
,2015,5688,4/20/2015,197550014,2015 ACA BATCHES,5688 - 04/20/2015,-,-
,2015,5687,4/17/2015,197550014,2015 ACA BATCHES,5687 - 04/17/2015,-,-
,2015,5686,4/16/2015,197550014,2015 ACA BATCHES,5686 - 04/16/2015,-,-
,2015,5685,4/16/2015,197550014,2015 ACA BATCHES,5685 - 04/16/2015,-,-
,2015,5683,4/15/2015,197550014,2015 ACA BATCHES,5683 - 04/15/2015,-,-
,2015,5681,4/15/2015,197550014,2015 ACA BATCHES,5681 - 04/15/2015,-,-
,2015,5682,4/15/2015,197550014,2015 ACA BATCHES,5682 - 04/15/2015,-,-
,2015,5680,4/15/2015,197550014,2015 ACA BATCHES,5680 - 04/15/2015,-,-
,2015,5679,4/15/2015,197550014,2015 ACA BATCHES,5679 - 04/15/2015,-,-
,2015,5678,4/15/2015,197550014,2015 ACA BATCHES,5678 - 04/15/2015,-,-
,2015,5677,4/14/2015,197550014,2015 ACA BATCHES,5677 - 04/14/2015,-,-
,2015,5676,4/14/2015,197550014,2015 ACA BATCHES,5676 - 04/14/2015,-,-
,2015,5675,4/14/2015,197550014,2015 ACA BATCHES,5675 - 04/14/2015,-,-
,2015,5674,4/14/2015,197550014,2015 ACA BATCHES,5674 - 04/14/2015,-,-
,2015,5673,4/13/2015,197550014,2015 ACA BATCHES,5673 - 04/13/2015,-,-
,2015,5672,4/13/2015,197550014,2015 ACA BATCHES,5672 - 04/13/2015,-,-
,2015,5671,4/13/2015,197550014,2015 ACA BATCHES,5671 - 04/13/2015,-,-
,2015,5670,4/10/2015,197550014,2015 ACA BATCHES,5670 - 04/10/2015,-,-
